EXCHANGE_DATE,FROM_CURRENCY,TO_CURRENCY,RATE
2035-01-06,GBP,USD,1.255000
2035-01-06,JPY,USD,0.006540
2035-01-07,EUR,USD,1.041000
2035-01-07,GBP,USD,1.234000
2035-01-07,JPY,USD,0.006500
2035-01-08,EUR,USD,1.060000
2035-01-08,GBP,USD,1.261000
2035-01-08,JPY,USD,0.006550
2035-01-09,EUR,USD,1.047000
2035-01-09,GBP,USD,1.246000
2035-01-09,JPY,USD,0.006450
2035-01-10,EUR,USD,1.052000
2035-01-10,GBP,USD,1.260000
2035-01-10,JPY,USD,0.006520
2035-01-11,EUR,USD,1.037000
2035-01-11,GBP,USD,1.235000
2035-01-11,JPY,USD,0.006510
2035-01-12,EUR,USD,1.038000
2035-01-12,GBP,USD,1.230000
2035-01-12,JPY,USD,0.006530
2035-01-13,EUR,USD,1.066000
2035-01-13,GBP,USD,1.232000
2035-01-13,JPY,USD,0.006510
2035-01-14,EUR,USD,1.069000
2035-01-14,GBP,USD,1.263000
2035-01-14,JPY,USD,0.006530
2035-01-15,EUR,USD,1.068000
2035-01-15,GBP,USD,1.239000
2035-01-15,JPY,USD,0.006480
2035-01-16,EUR,USD,1.034000
2035-01-16,GBP,USD,1.265000
2035-01-16,JPY,USD,0.006530
2035-01-17,EUR,USD,1.060000
2035-01-17,GBP,USD,1.235000
2035-01-17,JPY,USD,0.006540
2035-01-18,EUR,USD,1.063000
2035-01-18,GBP,USD,1.259000
2035-01-18,JPY,USD,0.006480
2035-01-19,EUR,USD,1.065000
2035-01-19,GBP,USD,1.238000
2035-01-19,JPY,USD,0.006450
2035-01-20,EUR,USD,1.039000
2035-01-20,GBP,USD,1.250000
2035-01-20,JPY,USD,0.006490
2035-01-21,EUR,USD,1.070000
2035-01-21,GBP,USD,1.265000
2035-01-21,JPY,USD,0.006450
2035-01-22,EUR,USD,1.047000
2035-01-22,GBP,USD,1.267000
2035-01-22,JPY,USD,0.006480
2035-01-23,EUR,USD,1.039000
2035-01-23,GBP,USD,1.270000
2035-01-23,JPY,USD,0.006480
2035-01-24,EUR,USD,1.053000
2035-01-24,GBP,USD,1.250000
2035-01-24,JPY,USD,0.006500
2035-01-25,EUR,USD,1.065000
2035-01-25,GBP,USD,1.266000
2035-01-25,JPY,USD,0.006540
2035-01-26,EUR,USD,1.061000
2035-01-26,GBP,USD,1.251000
2035-01-26,JPY,USD,0.006540
2035-01-27,EUR,USD,1.033000
2035-01-27,GBP,USD,1.263000
2035-01-27,JPY,USD,0.006480
2035-01-28,EUR,USD,1.058000
2035-01-28,GBP,USD,1.234000
2035-01-28,JPY,USD,0.006550
2035-01-29,EUR,USD,1.067000
2035-01-29,GBP,USD,1.264000
2035-01-29,JPY,USD,0.006510
2035-01-30,EUR,USD,1.044000
2035-01-30,GBP,USD,1.259000
2035-01-30,JPY,USD,0.006490
2035-01-31,EUR,USD,1.035000
2035-01-31,GBP,USD,1.255000
2035-01-31,JPY,USD,0.006450
2035-02-01,EUR,USD,1.068000
2035-02-01,GBP,USD,1.231000
2035-02-01,JPY,USD,0.006470
2035-02-02,EUR,USD,1.039000
2035-02-02,GBP,USD,1.254000
2035-02-02,JPY,USD,0.006540
2035-02-03,EUR,USD,1.032000
2035-02-03,GBP,USD,1.243000
2035-02-03,JPY,USD,0.006550
2035-02-04,EUR,USD,1.044000
2035-02-04,GBP,USD,1.240000
2035-02-04,JPY,USD,0.006500
2035-02-05,EUR,USD,1.059000
2035-02-05,GBP,USD,1.257000
2035-02-05,JPY,USD,0.006510
2035-02-06,EUR,USD,1.033000
2035-02-06,GBP,USD,1.244000
2035-02-06,JPY,USD,0.006470
2035-02-07,EUR,USD,1.045000
2035-02-07,GBP,USD,1.241000
2035-02-07,JPY,USD,0.006450
2035-02-08,EUR,USD,1.062000
2035-02-08,GBP,USD,1.264000
2035-02-08,JPY,USD,0.006450
2035-02-09,EUR,USD,1.030000
2035-02-09,GBP,USD,1.260000
2035-02-09,JPY,USD,0.006470
2035-02-10,EUR,USD,1.053000
2035-02-10,GBP,USD,1.234000
2035-02-10,JPY,USD,0.006550
2035-02-11,EUR,USD,1.069000
2035-02-11,GBP,USD,1.253000
2035-02-11,JPY,USD,0.006450
2035-02-12,EUR,USD,1.060000
2035-02-12,GBP,USD,1.261000
2035-02-12,JPY,USD,0.006490
2035-02-13,EUR,USD,1.040000
2035-02-13,GBP,USD,1.231000
2035-02-13,JPY,USD,0.006500
2035-02-14,EUR,USD,1.043000
2035-02-14,GBP,USD,1.248000
2035-02-14,JPY,USD,0.006540
2035-02-15,EUR,USD,1.067000
2035-02-15,GBP,USD,1.239000
2035-02-15,JPY,USD,0.006530
2035-02-16,EUR,USD,1.064000
2035-02-16,GBP,USD,1.231000
2035-02-16,JPY,USD,0.006480
2035-02-17,EUR,USD,1.045000
2035-02-17,GBP,USD,1.250000
2035-02-17,JPY,USD,0.006510
2035-02-18,EUR,USD,1.063000
2035-02-18,GBP,USD,1.236000
2035-02-18,JPY,USD,0.006500
2035-02-19,EUR,USD,1.057000
2035-02-19,GBP,USD,1.265000
2035-02-19,JPY,USD,0.006500
2035-02-20,EUR,USD,1.051000
2035-02-20,GBP,USD,1.264000
2035-02-20,JPY,USD,0.006450
2035-02-21,EUR,USD,1.052000
2035-02-21,GBP,USD,1.235000
2035-02-21,JPY,USD,0.006520
2035-02-22,EUR,USD,1.056000
2035-02-22,GBP,USD,1.250000
2035-02-22,JPY,USD,0.006450
2035-02-23,EUR,USD,1.035000
2035-02-23,GBP,USD,1.252000
2035-02-23,JPY,USD,0.006510
2035-02-24,EUR,USD,1.070000
2035-02-24,GBP,USD,1.244000
2035-02-24,JPY,USD,0.006500
2035-02-25,EUR,USD,1.030000
2035-02-25,GBP,USD,1.255000
2035-02-25,JPY,USD,0.006470
2035-02-26,EUR,USD,1.038000
2035-02-26,GBP,USD,1.232000
2035-02-26,JPY,USD,0.006530
2035-02-27,EUR,USD,1.064000
2035-02-27,GBP,USD,1.231000
2035-02-27,JPY,USD,0.006530
2035-02-28,EUR,USD,1.033000
2035-02-28,GBP,USD,1.244000
2035-02-28,JPY,USD,0.006530
2035-03-01,EUR,USD,1.058000
2035-03-01,GBP,USD,1.244000
2035-03-01,JPY,USD,0.006480
2035-03-02,EUR,USD,1.052000
2035-03-02,GBP,USD,1.245000
2035-03-02,JPY,USD,0.006450
2035-03-03,EUR,USD,1.044000
2035-03-03,GBP,USD,1.254000
2035-03-03,JPY,USD,0.006460
2035-03-04,EUR,USD,1.050000
2035-03-04,GBP,USD,1.235000
2035-03-04,JPY,USD,0.006530
2035-03-05,EUR,USD,1.041000
2035-03-05,GBP,USD,1.257000
2035-03-05,JPY,USD,0.006490
2035-03-06,EUR,USD,1.061000
2035-03-06,GBP,USD,1.270000
2035-03-06,JPY,USD,0.006510
2035-03-07,EUR,USD,1.052000
2035-03-07,GBP,USD,1.254000
2035-03-07,JPY,USD,0.006480
2035-03-08,EUR,USD,1.056000
2035-03-08,GBP,USD,1.265000
2035-03-08,JPY,USD,0.006480
2035-03-09,EUR,USD,1.067000
2035-03-09,GBP,USD,1.242000
2035-03-09,JPY,USD,0.006540
2035-03-10,EUR,USD,1.057000
2035-03-10,GBP,USD,1.255000
2035-03-10,JPY,USD,0.006450
2035-03-11,EUR,USD,1.061000
2035-03-11,GBP,USD,1.251000
2035-03-11,JPY,USD,0.006460
2035-03-12,EUR,USD,1.060000
2035-03-12,GBP,USD,1.270000
2035-03-12,JPY,USD,0.006470
2035-03-13,EUR,USD,1.031000
2035-03-13,GBP,USD,1.238000
2035-03-13,JPY,USD,0.006550
2035-03-14,EUR,USD,1.056000
2035-03-14,GBP,USD,1.237000
2035-03-14,JPY,USD,0.006530
2035-03-15,EUR,USD,1.067000
2035-03-15,GBP,USD,1.244000
2035-03-15,JPY,USD,0.006500
2035-03-16,EUR,USD,1.069000
2035-03-16,GBP,USD,1.239000
2035-03-16,JPY,USD,0.006460
2035-03-17,EUR,USD,1.047000
2035-03-17,GBP,USD,1.247000
2035-03-17,JPY,USD,0.006460
2035-03-18,EUR,USD,1.048000
2035-03-18,GBP,USD,1.267000
2035-03-18,JPY,USD,0.006490
2035-03-19,EUR,USD,1.053000
2035-03-19,GBP,USD,1.268000
2035-03-19,JPY,USD,0.006550
2035-03-20,EUR,USD,1.051000
2035-03-20,GBP,USD,1.232000
2035-03-20,JPY,USD,0.006470
2035-03-21,EUR,USD,1.045000
2035-03-21,GBP,USD,1.239000
2035-03-21,JPY,USD,0.006540
2035-03-22,EUR,USD,1.044000
2035-03-22,GBP,USD,1.267000
2035-03-22,JPY,USD,0.006480
2035-03-23,EUR,USD,1.060000
2035-03-23,GBP,USD,1.252000
2035-03-23,JPY,USD,0.006520
2035-03-24,EUR,USD,1.037000
2035-03-24,GBP,USD,1.255000
2035-03-24,JPY,USD,0.006530
2035-03-25,EUR,USD,1.039000
2035-03-25,GBP,USD,1.255000
2035-03-25,JPY,USD,0.006540
2035-03-26,EUR,USD,1.034000
2035-03-26,GBP,USD,1.238000
2035-03-26,JPY,USD,0.006470
2035-03-27,EUR,USD,1.067000
2035-03-27,GBP,USD,1.238000
2035-03-27,JPY,USD,0.006450
2035-03-28,EUR,USD,1.050000
2035-03-28,GBP,USD,1.251000
2035-03-28,JPY,USD,0.006460
2035-03-29,EUR,USD,1.053000
2035-03-29,GBP,USD,1.262000
2035-03-29,JPY,USD,0.006540
2035-03-30,EUR,USD,1.036000
2035-03-30,GBP,USD,1.257000
2035-03-30,JPY,USD,0.006520
2035-03-31,EUR,USD,1.053000
2035-03-31,GBP,USD,1.263000
2035-03-31,JPY,USD,0.006500
2035-04-01,EUR,USD,1.052000
2035-04-01,GBP,USD,1.249000
2035-04-01,JPY,USD,0.006550
2035-04-02,EUR,USD,1.062000
2035-04-02,GBP,USD,1.268000
2035-04-02,JPY,USD,0.006550
2035-04-03,EUR,USD,1.048000
2035-04-03,GBP,USD,1.240000
2035-04-03,JPY,USD,0.006520
2035-04-04,EUR,USD,1.060000
2035-04-04,GBP,USD,1.266000
2035-04-04,JPY,USD,0.006500
2035-04-05,EUR,USD,1.047000
2035-04-05,GBP,USD,1.241000
2035-04-05,JPY,USD,0.006500
2035-04-06,EUR,USD,1.045000
2035-04-06,GBP,USD,1.234000
2035-04-06,JPY,USD,0.006490
2035-04-07,EUR,USD,1.069000
2035-04-07,GBP,USD,1.266000
2035-04-07,JPY,USD,0.006540
2035-04-08,EUR,USD,1.070000
2035-04-08,GBP,USD,1.247000
2035-04-08,JPY,USD,0.006530
2035-04-09,EUR,USD,1.056000
2035-04-09,GBP,USD,1.240000
2035-04-09,JPY,USD,0.006510
2035-04-10,EUR,USD,1.041000
2035-04-10,GBP,USD,1.236000
2035-04-10,JPY,USD,0.006470
2035-04-11,EUR,USD,1.061000
2035-04-11,GBP,USD,1.265000
2035-04-11,JPY,USD,0.006530
2035-04-12,EUR,USD,1.036000
2035-04-12,GBP,USD,1.268000
2035-04-12,JPY,USD,0.006450
2035-04-13,EUR,USD,1.046000
2035-04-13,GBP,USD,1.258000
2035-04-13,JPY,USD,0.006520
2035-04-14,EUR,USD,1.045000
2035-04-14,GBP,USD,1.251000
2035-04-14,JPY,USD,0.006500
2035-04-15,EUR,USD,1.050000
2035-04-15,GBP,USD,1.230000
2035-04-15,JPY,USD,0.006500
2035-04-16,EUR,USD,1.064000
2035-04-16,GBP,USD,1.259000
2035-04-16,JPY,USD,0.006470
2035-04-17,EUR,USD,1.067000
2035-04-17,GBP,USD,1.231000
2035-04-17,JPY,USD,0.006470
2035-04-18,EUR,USD,1.062000
2035-04-18,GBP,USD,1.270000
2035-04-18,JPY,USD,0.006460
2035-04-19,EUR,USD,1.061000
2035-04-19,GBP,USD,1.270000
2035-04-19,JPY,USD,0.006550
2035-04-20,EUR,USD,1.062000
2035-04-20,GBP,USD,1.251000
2035-04-20,JPY,USD,0.006470
2035-04-21,EUR,USD,1.045000
2035-04-21,GBP,USD,1.243000
2035-04-21,JPY,USD,0.006460
2035-04-22,EUR,USD,1.043000
2035-04-22,GBP,USD,1.264000
2035-04-22,JPY,USD,0.006470
2035-04-23,EUR,USD,1.059000
2035-04-23,GBP,USD,1.233000
2035-04-23,JPY,USD,0.006480
2035-04-24,EUR,USD,1.068000
2035-04-24,GBP,USD,1.244000
2035-04-24,JPY,USD,0.006470
2035-04-25,EUR,USD,1.037000
2035-04-25,GBP,USD,1.244000
2035-04-25,JPY,USD,0.006530
2035-04-26,EUR,USD,1.034000
2035-04-26,GBP,USD,1.254000
2035-04-26,JPY,USD,0.006490
2035-04-27,EUR,USD,1.056000
2035-04-27,GBP,USD,1.243000
2035-04-27,JPY,USD,0.006480
2035-04-28,EUR,USD,1.048000
2035-04-28,GBP,USD,1.267000
2035-04-28,JPY,USD,0.006520
2035-04-29,EUR,USD,1.031000
2035-04-29,GBP,USD,1.242000
2035-04-29,JPY,USD,0.006480
2035-04-30,EUR,USD,1.065000
2035-04-30,GBP,USD,1.237000
2035-04-30,JPY,USD,0.006470
2035-05-01,EUR,USD,1.055000
2035-05-01,GBP,USD,1.242000
2035-05-01,JPY,USD,0.006550
2035-05-02,EUR,USD,1.042000
2035-05-02,GBP,USD,1.239000
2035-05-02,JPY,USD,0.006480
2035-05-03,EUR,USD,1.059000
2035-05-03,GBP,USD,1.231000
2035-05-03,JPY,USD,0.006530
2035-05-04,EUR,USD,1.040000
2035-05-04,GBP,USD,1.267000
2035-05-04,JPY,USD,0.006470
2035-05-05,EUR,USD,1.048000
2035-05-05,GBP,USD,1.266000
2035-05-05,JPY,USD,0.006460
2035-05-06,EUR,USD,1.051000
2035-05-06,GBP,USD,1.235000
2035-05-06,JPY,USD,0.006540
2035-05-07,EUR,USD,1.055000
2035-05-07,GBP,USD,1.243000
2035-05-07,JPY,USD,0.006530
2035-05-08,EUR,USD,1.057000
2035-05-08,GBP,USD,1.253000
2035-05-08,JPY,USD,0.006520
2035-05-09,EUR,USD,1.066000
2035-05-09,GBP,USD,1.232000
2035-05-09,JPY,USD,0.006500
2035-05-10,EUR,USD,1.045000
2035-05-10,GBP,USD,1.264000
2035-05-10,JPY,USD,0.006510
2035-05-11,EUR,USD,1.034000
2035-05-11,GBP,USD,1.255000
2035-05-11,JPY,USD,0.006480
2035-05-12,EUR,USD,1.056000
2035-05-12,GBP,USD,1.253000
2035-05-12,JPY,USD,0.006490
2035-05-13,EUR,USD,1.045000
2035-05-13,GBP,USD,1.232000
2035-05-13,JPY,USD,0.006520
2035-05-14,EUR,USD,1.057000
2035-05-14,GBP,USD,1.235000
2035-05-14,JPY,USD,0.006450
2035-05-15,EUR,USD,1.045000
2035-05-15,GBP,USD,1.254000
2035-05-15,JPY,USD,0.006550
2035-05-16,EUR,USD,1.055000
2035-05-16,GBP,USD,1.241000
2035-05-16,JPY,USD,0.006460
2035-05-17,EUR,USD,1.049000
2035-05-17,GBP,USD,1.260000
2035-05-17,JPY,USD,0.006480
2035-05-18,EUR,USD,1.042000
2035-05-18,GBP,USD,1.265000
2035-05-18,JPY,USD,0.006490
2035-05-19,EUR,USD,1.031000
2035-05-19,GBP,USD,1.266000
2035-05-19,JPY,USD,0.006450
2035-05-20,EUR,USD,1.040000
2035-05-20,GBP,USD,1.263000
2035-05-20,JPY,USD,0.006550
2035-05-21,EUR,USD,1.051000
2035-05-21,GBP,USD,1.249000
2035-05-21,JPY,USD,0.006460
2035-05-22,EUR,USD,1.048000
2035-05-22,GBP,USD,1.245000
2035-05-22,JPY,USD,0.006450
2035-05-23,EUR,USD,1.039000
2035-05-23,GBP,USD,1.270000
2035-05-23,JPY,USD,0.006460
2035-05-24,EUR,USD,1.033000
2035-05-24,GBP,USD,1.237000
2035-05-24,JPY,USD,0.006460
2035-05-25,EUR,USD,1.032000
2035-05-25,GBP,USD,1.258000
2035-05-25,JPY,USD,0.006480
2035-05-26,EUR,USD,1.051000
2035-05-26,GBP,USD,1.260000
2035-05-26,JPY,USD,0.006470
2035-05-27,EUR,USD,1.060000
2035-05-27,GBP,USD,1.235000
2035-05-27,JPY,USD,0.006480
2035-05-28,EUR,USD,1.039000
2035-05-28,GBP,USD,1.256000
2035-05-28,JPY,USD,0.006500
2035-05-29,EUR,USD,1.048000
2035-05-29,GBP,USD,1.266000
2035-05-29,JPY,USD,0.006520
2035-05-30,EUR,USD,1.041000
2035-05-30,GBP,USD,1.243000
2035-05-30,JPY,USD,0.006500
2035-05-31,EUR,USD,1.046000
2035-05-31,GBP,USD,1.261000
2035-05-31,JPY,USD,0.006520
2035-06-01,EUR,USD,1.035000
2035-06-01,GBP,USD,1.270000
2035-06-01,JPY,USD,0.006470
2035-06-02,EUR,USD,1.032000
2035-06-02,GBP,USD,1.262000
2035-06-02,JPY,USD,0.006460
2035-06-03,EUR,USD,1.049000
2035-06-03,GBP,USD,1.258000
2035-06-03,JPY,USD,0.006480
2035-06-04,EUR,USD,1.047000
2035-06-04,GBP,USD,1.254000
2035-06-04,JPY,USD,0.006490
2035-06-05,EUR,USD,1.057000
2035-06-05,GBP,USD,1.243000
2035-06-05,JPY,USD,0.006500
2035-06-06,EUR,USD,1.062000
2035-06-06,GBP,USD,1.232000
2035-06-06,JPY,USD,0.006490
2035-06-07,EUR,USD,1.039000
2035-06-07,GBP,USD,1.249000
2035-06-07,JPY,USD,0.006450
2035-06-08,EUR,USD,1.037000
2035-06-08,GBP,USD,1.254000
2035-06-08,JPY,USD,0.006550
2035-06-09,EUR,USD,1.063000
2035-06-09,GBP,USD,1.265000
2035-06-09,JPY,USD,0.006530
2035-06-10,EUR,USD,1.062000
2035-06-10,GBP,USD,1.251000
2035-06-10,JPY,USD,0.006470
2035-06-11,EUR,USD,1.043000
2035-06-11,GBP,USD,1.242000
2035-06-11,JPY,USD,0.006510
2035-06-12,EUR,USD,1.031000
2035-06-12,GBP,USD,1.235000
2035-06-12,JPY,USD,0.006540
2035-06-13,EUR,USD,1.035000
2035-06-13,GBP,USD,1.232000
2035-06-13,JPY,USD,0.006500
2035-06-14,EUR,USD,1.059000
2035-06-14,GBP,USD,1.231000
2035-06-14,JPY,USD,0.006460
2035-06-15,EUR,USD,1.056000
2035-06-15,GBP,USD,1.261000
2035-06-15,JPY,USD,0.006530
2035-06-16,EUR,USD,1.065000
2035-06-16,GBP,USD,1.243000
2035-06-16,JPY,USD,0.006500
2035-06-17,EUR,USD,1.054000
2035-06-17,GBP,USD,1.249000
2035-06-17,JPY,USD,0.006470
2035-06-18,EUR,USD,1.037000
2035-06-18,GBP,USD,1.266000
2035-06-18,JPY,USD,0.006510
2035-06-19,EUR,USD,1.064000
2035-06-19,GBP,USD,1.252000
2035-06-19,JPY,USD,0.006510
2035-06-20,EUR,USD,1.050000
2035-06-20,GBP,USD,1.259000
2035-06-20,JPY,USD,0.006480
2035-06-21,EUR,USD,1.055000
2035-06-21,GBP,USD,1.233000
2035-06-21,JPY,USD,0.006480
2035-06-22,EUR,USD,1.049000
2035-06-22,GBP,USD,1.241000
2035-06-22,JPY,USD,0.006460
2035-06-23,EUR,USD,1.043000
2035-06-23,GBP,USD,1.243000
2035-06-23,JPY,USD,0.006500
2035-06-24,EUR,USD,1.063000
2035-06-24,GBP,USD,1.252000
2035-06-24,JPY,USD,0.006520
2035-06-25,EUR,USD,1.068000
2035-06-25,GBP,USD,1.232000
2035-06-25,JPY,USD,0.006510
2035-06-26,EUR,USD,1.033000
2035-06-26,GBP,USD,1.265000
2035-06-26,JPY,USD,0.006500
2035-06-27,EUR,USD,1.057000
2035-06-27,GBP,USD,1.239000
2035-06-27,JPY,USD,0.006500
2035-06-28,EUR,USD,1.045000
2035-06-28,GBP,USD,1.247000
2035-06-28,JPY,USD,0.006550
2035-06-29,EUR,USD,1.070000
2035-06-29,GBP,USD,1.235000
2035-06-29,JPY,USD,0.006480
2035-06-30,EUR,USD,1.067000
2035-06-30,GBP,USD,1.261000
2035-06-30,JPY,USD,0.006540
2035-07-01,EUR,USD,1.043000
2035-07-01,GBP,USD,1.268000
2035-07-01,JPY,USD,0.006470
2035-07-02,EUR,USD,1.045000
2035-07-02,GBP,USD,1.232000
2035-07-02,JPY,USD,0.006520
2035-07-03,EUR,USD,1.034000
2035-07-03,GBP,USD,1.261000
2035-07-03,JPY,USD,0.006460
2035-07-04,EUR,USD,1.063000
2035-07-04,GBP,USD,1.234000
2035-07-04,JPY,USD,0.006500
2035-07-05,EUR,USD,1.047000
2035-07-05,GBP,USD,1.255000
2035-07-05,JPY,USD,0.006550
2035-07-06,EUR,USD,1.063000
2035-07-06,GBP,USD,1.243000
2035-07-06,JPY,USD,0.006450
2035-07-07,EUR,USD,1.054000
2035-07-07,GBP,USD,1.270000
2035-07-07,JPY,USD,0.006490
2035-07-08,EUR,USD,1.068000
2035-07-08,GBP,USD,1.268000
2035-07-08,JPY,USD,0.006460
2035-07-09,EUR,USD,1.050000
2035-07-09,GBP,USD,1.239000
2035-07-09,JPY,USD,0.006550
2035-07-10,EUR,USD,1.045000
2035-07-10,GBP,USD,1.259000
2035-07-10,JPY,USD,0.006470
2035-07-11,EUR,USD,1.036000
2035-07-11,GBP,USD,1.248000
2035-07-11,JPY,USD,0.006520
2035-07-12,EUR,USD,1.056000
2035-07-12,GBP,USD,1.267000
2035-07-12,JPY,USD,0.006460
2035-07-13,EUR,USD,1.057000
2035-07-13,GBP,USD,1.246000
2035-07-13,JPY,USD,0.006530
2035-07-14,EUR,USD,1.041000
2035-07-14,GBP,USD,1.264000
2035-07-14,JPY,USD,0.006530
2035-07-15,EUR,USD,1.039000
2035-07-15,GBP,USD,1.250000
2035-07-15,JPY,USD,0.006490
2035-07-16,EUR,USD,1.036000
2035-07-16,GBP,USD,1.263000
2035-07-16,JPY,USD,0.006480
2035-07-17,EUR,USD,1.042000
2035-07-17,GBP,USD,1.230000
2035-07-17,JPY,USD,0.006460
2035-07-18,EUR,USD,1.064000
2035-07-18,GBP,USD,1.265000
2035-07-18,JPY,USD,0.006500
2035-07-19,EUR,USD,1.065000
2035-07-19,GBP,USD,1.267000
2035-07-19,JPY,USD,0.006520
2035-07-20,EUR,USD,1.035000
2035-07-20,GBP,USD,1.236000
2035-07-20,JPY,USD,0.006540
2035-07-21,EUR,USD,1.054000
2035-07-21,GBP,USD,1.261000
2035-07-21,JPY,USD,0.006520
2035-07-22,EUR,USD,1.068000
2035-07-22,GBP,USD,1.235000
2035-07-22,JPY,USD,0.006510
2035-07-23,EUR,USD,1.065000
2035-07-23,GBP,USD,1.249000
2035-07-23,JPY,USD,0.006470
2035-07-24,EUR,USD,1.039000
2035-07-24,GBP,USD,1.260000
2035-07-24,JPY,USD,0.006510
2035-07-25,EUR,USD,1.042000
2035-07-25,GBP,USD,1.247000
2035-07-25,JPY,USD,0.006480
2035-07-26,EUR,USD,1.069000
2035-07-26,GBP,USD,1.243000
2035-07-26,JPY,USD,0.006520
2035-07-27,EUR,USD,1.033000
2035-07-27,GBP,USD,1.262000
2035-07-27,JPY,USD,0.006460
2035-07-28,EUR,USD,1.054000
2035-07-28,GBP,USD,1.270000
2035-07-28,JPY,USD,0.006520
2035-07-29,EUR,USD,1.033000
2035-07-29,GBP,USD,1.259000
2035-07-29,JPY,USD,0.006480
2035-07-30,EUR,USD,1.047000
2035-07-30,GBP,USD,1.234000
2035-07-30,JPY,USD,0.006530
2035-07-31,EUR,USD,1.050000
2035-07-31,GBP,USD,1.252000
2035-07-31,JPY,USD,0.006450
2035-08-01,EUR,USD,1.065000
2035-08-01,GBP,USD,1.245000
2035-08-01,JPY,USD,0.006540
2035-08-02,EUR,USD,1.035000
2035-08-02,GBP,USD,1.257000
2035-08-02,JPY,USD,0.006500
2035-08-03,EUR,USD,1.070000
2035-08-03,GBP,USD,1.266000
2035-08-03,JPY,USD,0.006500
2035-08-04,EUR,USD,1.037000
2035-08-04,GBP,USD,1.270000
2035-08-04,JPY,USD,0.006520
2035-08-05,EUR,USD,1.062000
2035-08-05,GBP,USD,1.254000
2035-08-05,JPY,USD,0.006450
2035-08-06,EUR,USD,1.063000
2035-08-06,GBP,USD,1.268000
2035-08-06,JPY,USD,0.006490
2035-08-07,EUR,USD,1.060000
2035-08-07,GBP,USD,1.246000
2035-08-07,JPY,USD,0.006530
2035-08-08,EUR,USD,1.062000
2035-08-08,GBP,USD,1.251000
2035-08-08,JPY,USD,0.006450
2035-08-09,EUR,USD,1.061000
2035-08-09,GBP,USD,1.233000
2035-08-09,JPY,USD,0.006490
2035-08-10,EUR,USD,1.070000
2035-08-10,GBP,USD,1.238000
2035-08-10,JPY,USD,0.006470
2035-08-11,EUR,USD,1.066000
2035-08-11,GBP,USD,1.243000
2035-08-11,JPY,USD,0.006500
2035-08-12,EUR,USD,1.051000
2035-08-12,GBP,USD,1.232000
2035-08-12,JPY,USD,0.006480
2035-08-13,EUR,USD,1.036000
2035-08-13,GBP,USD,1.243000
2035-08-13,JPY,USD,0.006530
2035-08-14,EUR,USD,1.063000
2035-08-14,GBP,USD,1.241000
2035-08-14,JPY,USD,0.006470
2035-08-15,EUR,USD,1.069000
2035-08-15,GBP,USD,1.259000
2035-08-15,JPY,USD,0.006470
2035-08-16,EUR,USD,1.062000
2035-08-16,GBP,USD,1.259000
2035-08-16,JPY,USD,0.006450
2035-08-17,EUR,USD,1.069000
2035-08-17,GBP,USD,1.249000
2035-08-17,JPY,USD,0.006520
2035-08-18,EUR,USD,1.062000
2035-08-18,GBP,USD,1.250000
2035-08-18,JPY,USD,0.006500
2035-08-19,EUR,USD,1.039000
2035-08-19,GBP,USD,1.268000
2035-08-19,JPY,USD,0.006470
2035-08-20,EUR,USD,1.046000
2035-08-20,GBP,USD,1.233000
2035-08-20,JPY,USD,0.006550
2035-08-21,EUR,USD,1.065000
2035-08-21,GBP,USD,1.236000
2035-08-21,JPY,USD,0.006540
2035-08-22,EUR,USD,1.056000
2035-08-22,GBP,USD,1.245000
2035-08-22,JPY,USD,0.006460
2035-08-23,EUR,USD,1.033000
2035-08-23,GBP,USD,1.256000
2035-08-23,JPY,USD,0.006550
2035-08-24,EUR,USD,1.057000
2035-08-24,GBP,USD,1.270000
2035-08-24,JPY,USD,0.006540
2035-08-25,EUR,USD,1.057000
2035-08-25,GBP,USD,1.265000
2035-08-25,JPY,USD,0.006480
2035-08-26,EUR,USD,1.042000
2035-08-26,GBP,USD,1.248000
2035-08-26,JPY,USD,0.006510
2035-08-27,EUR,USD,1.041000
2035-08-27,GBP,USD,1.248000
2035-08-27,JPY,USD,0.006490
2035-08-28,EUR,USD,1.030000
2035-08-28,GBP,USD,1.238000
2035-08-28,JPY,USD,0.006520
2035-08-29,EUR,USD,1.032000
2035-08-29,GBP,USD,1.252000
2035-08-29,JPY,USD,0.006450
2035-08-30,EUR,USD,1.061000
2035-08-30,GBP,USD,1.231000
2035-08-30,JPY,USD,0.006470
2035-08-31,EUR,USD,1.061000
2035-08-31,GBP,USD,1.267000
2035-08-31,JPY,USD,0.006450
2035-09-01,EUR,USD,1.039000
2035-09-01,GBP,USD,1.234000
2035-09-01,JPY,USD,0.006530
2035-09-02,EUR,USD,1.067000
2035-09-02,GBP,USD,1.239000
2035-09-02,JPY,USD,0.006530
2035-09-03,EUR,USD,1.040000
2035-09-03,GBP,USD,1.251000
2035-09-03,JPY,USD,0.006530
2035-09-04,EUR,USD,1.068000
2035-09-04,GBP,USD,1.262000
2035-09-04,JPY,USD,0.006460
2035-09-05,EUR,USD,1.068000
2035-09-05,GBP,USD,1.255000
2035-09-05,JPY,USD,0.006510
2035-09-06,EUR,USD,1.069000
2035-09-06,GBP,USD,1.239000
2035-09-06,JPY,USD,0.006500
2035-09-07,EUR,USD,1.046000
2035-09-07,GBP,USD,1.245000
2035-09-07,JPY,USD,0.006550
